day,month,year,province,health_zone,confirmed_cases
14,4,2019,North Kivu,Kyondo,16
15,4,2019,North Kivu,Kyondo,17
16,4,2019,North Kivu,Kyondo,17
17,4,2019,North Kivu,Kyondo,17
18,4,2019,North Kivu,Kyondo,17
19,4,2019,North Kivu,Kyondo,17
20,4,2019,North Kivu,Kyondo,17
21,4,2019,North Kivu,Kyondo,17
22,4,2019,North Kivu,Kyondo,17
23,4,2019,North Kivu,Kyondo,17
24,4,2019,North Kivu,Kyondo,17
25,4,2019,North Kivu,Kyondo,17
26,4,2019,North Kivu,Kyondo,17
27,4,2019,North Kivu,Kyondo,17
28,4,2019,North Kivu,Kyondo,17
29,4,2019,North Kivu,Kyondo,17
30,4,2019,North Kivu,Kyondo,17
1,5,2019,North Kivu,Kyondo,17
2,5,2019,North Kivu,Kyondo,17
3,5,2019,North Kivu,Kyondo,17
4,5,2019,North Kivu,Kyondo,17
5,5,2019,North Kivu,Kyondo,17
6,5,2019,North Kivu,Kyondo,17
7,5,2019,North Kivu,Kyondo,17
8,5,2019,North Kivu,Kyondo,17
9,5,2019,North Kivu,Kyondo,17
10,5,2019,North Kivu,Kyondo,17
12,5,2019,North Kivu,Kyondo,19
13,5,2019,North Kivu,Kyondo,19
14,5,2019,North Kivu,Kyondo,19
15,5,2019,North Kivu,Kyondo,19
16,5,2019,North Kivu,Kyondo,19
17,5,2019,North Kivu,Kyondo,19
18,5,2019,North Kivu,Kyondo,19
19,5,2019,North Kivu,Kyondo,19
20,5,2019,North Kivu,Kyondo,19
21,5,2019,North Kivu,Kyondo,19
22,5,2019,North Kivu,Kyondo,19
23,5,2019,North Kivu,Kyondo,19
24,5,2019,North Kivu,Kyondo,19
25,5,2019,North Kivu,Kyondo,19
26,5,2019,North Kivu,Kyondo,19
27,5,2019,North Kivu,Kyondo,19
28,5,2019,North Kivu,Kyondo,19
29,5,2019,North Kivu,Kyondo,19
30,5,2019,North Kivu,Kyondo,19
31,5,2019,North Kivu,Kyondo,19
1,6,2019,North Kivu,Kyondo,19
2,6,2019,North Kivu,Kyondo,19
3,6,2019,North Kivu,Kyondo,19
4,6,2019,North Kivu,Kyondo,19
5,6,2019,North Kivu,Kyondo,19
6,6,2019,North Kivu,Kyondo,19
7,6,2019,North Kivu,Kyondo,19
8,6,2019,North Kivu,Kyondo,19
9,6,2019,North Kivu,Kyondo,19
10,6,2019,North Kivu,Kyondo,19
11,6,2019,North Kivu,Kyondo,19
12,6,2019,North Kivu,Kyondo,19
13,6,2019,North Kivu,Kyondo,19
14,6,2019,North Kivu,Kyondo,19
15,6,2019,North Kivu,Kyondo,19
16,6,2019,North Kivu,Kyondo,20
17,6,2019,North Kivu,Kyondo,21
18,6,2019,North Kivu,Kyondo,21
19,6,2019,North Kivu,Kyondo,21
20,6,2019,North Kivu,Kyondo,21
21,6,2019,North Kivu,Kyondo,21
22,6,2019,North Kivu,Kyondo,21
23,6,2019,North Kivu,Kyondo,21
24,6,2019,North Kivu,Kyondo,21
25,6,2019,North Kivu,Kyondo,22
26,6,2019,North Kivu,Kyondo,22
27,6,2019,North Kivu,Kyondo,22
28,6,2019,North Kivu,Kyondo,22
29,6,2019,North Kivu,Kyondo,22
30,6,2019,North Kivu,Kyondo,22
1,7,2019,North Kivu,Kyondo,22
2,7,2019,North Kivu,Kyondo,22
3,7,2019,North Kivu,Kyondo,22
4,7,2019,North Kivu,Kyondo,22
5,7,2019,North Kivu,Kyondo,22
6,7,2019,North Kivu,Kyondo,22
7,7,2019,North Kivu,Kyondo,22
8,7,2019,North Kivu,Kyondo,22
9,7,2019,North Kivu,Kyondo,22
10,7,2019,North Kivu,Kyondo,22
11,7,2019,North Kivu,Kyondo,22
12,7,2019,North Kivu,Kyondo,22
13,7,2019,North Kivu,Kyondo,22
14,7,2019,North Kivu,Kyondo,22
15,7,2019,North Kivu,Kyondo,22
16,7,2019,North Kivu,Kyondo,22
17,7,2019,North Kivu,Kyondo,22
18,7,2019,North Kivu,Kyondo,22
19,7,2019,North Kivu,Kyondo,22
20,7,2019,North Kivu,Kyondo,22
21,7,2019,North Kivu,Kyondo,22
30,7,2019,North Kivu,Kyondo,22
31,7,2019,North Kivu,Kyondo,20
1,8,2019,North Kivu,Kyondo,20
2,8,2019,North Kivu,Kyondo,20
3,8,2019,North Kivu,Kyondo,20
4,8,2019,North Kivu,Kyondo,20
6,8,2019,North Kivu,Kyondo,20
7,8,2019,North Kivu,Kyondo,20
8,8,2019,North Kivu,Kyondo,20
9,8,2019,North Kivu,Kyondo,20
10,8,2019,North Kivu,Kyondo,20
11,8,2019,North Kivu,Kyondo,20
12,8,2019,North Kivu,Kyondo,20
13,8,2019,North Kivu,Kyondo,20
14,8,2019,North Kivu,Kyondo,20
15,8,2019,North Kivu,Kyondo,20
16,8,2019,North Kivu,Kyondo,20
17,8,2019,North Kivu,Kyondo,20
18,8,2019,North Kivu,Kyondo,20
19,8,2019,North Kivu,Kyondo,20
20,8,2019,North Kivu,Kyondo,20
21,8,2019,North Kivu,Kyondo,20
22,8,2019,North Kivu,Kyondo,20
23,8,2019,North Kivu,Kyondo,20
24,8,2019,North Kivu,Kyondo,20
25,8,2019,North Kivu,Kyondo,20
26,8,2019,North Kivu,Kyondo,20
27,8,2019,North Kivu,Kyondo,20
28,8,2019,North Kivu,Kyondo,20
29,8,2019,North Kivu,Kyondo,20
30,8,2019,North Kivu,Kyondo,20
31,8,2019,North Kivu,Kyondo,20
1,9,2019,North Kivu,Kyondo,20
2,9,2019,North Kivu,Kyondo,20
3,9,2019,North Kivu,Kyondo,20
4,9,2019,North Kivu,Kyondo,20
5,9,2019,North Kivu,Kyondo,20
6,9,2019,North Kivu,Kyondo,21
7,9,2019,North Kivu,Kyondo,22
8,9,2019,North Kivu,Kyondo,22
9,9,2019,North Kivu,Kyondo,22
10,9,2019,North Kivu,Kyondo,22
11,9,2019,North Kivu,Kyondo,22
12,9,2019,North Kivu,Kyondo,25
13,9,2019,North Kivu,Kyondo,25
14,9,2019,North Kivu,Kyondo,25
15,9,2019,North Kivu,Kyondo,25
16,9,2019,North Kivu,Kyondo,25
17,9,2019,North Kivu,Kyondo,25
18,9,2019,North Kivu,Kyondo,25
19,9,2019,North Kivu,Kyondo,25
20,9,2019,North Kivu,Kyondo,25
21,9,2019,North Kivu,Kyondo,25
22,9,2019,North Kivu,Kyondo,25
23,9,2019,North Kivu,Kyondo,25
24,9,2019,North Kivu,Kyondo,25
25,9,2019,North Kivu,Kyondo,25
26,9,2019,North Kivu,Kyondo,25
27,9,2019,North Kivu,Kyondo,25
28,9,2019,North Kivu,Kyondo,25
29,9,2019,North Kivu,Kyondo,25
30,9,2019,North Kivu,Kyondo,25
1,10,2019,North Kivu,Kyondo,25
2,10,2019,North Kivu,Kyondo,25
3,10,2019,North Kivu,Kyondo,25
4,10,2019,North Kivu,Kyondo,25
5,10,2019,North Kivu,Kyondo,25
6,10,2019,North Kivu,Kyondo,25
7,10,2019,North Kivu,Kyondo,25
8,10,2019,North Kivu,Kyondo,25
9,10,2019,North Kivu,Kyondo,25
10,10,2019,North Kivu,Kyondo,25
11,10,2019,North Kivu,Kyondo,25
12,10,2019,North Kivu,Kyondo,25
13,10,2019,North Kivu,Kyondo,25
14,10,2019,North Kivu,Kyondo,25
15,10,2019,North Kivu,Kyondo,25
16,10,2019,North Kivu,Kyondo,25
17,10,2019,North Kivu,Kyondo,25
18,10,2019,North Kivu,Kyondo,25
19,10,2019,North Kivu,Kyondo,25
20,10,2019,North Kivu,Kyondo,25
21,10,2019,North Kivu,Kyondo,25
22,10,2019,North Kivu,Kyondo,25
23,10,2019,North Kivu,Kyondo,25
24,10,2019,North Kivu,Kyondo,25
25,10,2019,North Kivu,Kyondo,25
26,10,2019,North Kivu,Kyondo,25
27,10,2019,North Kivu,Kyondo,25
28,10,2019,North Kivu,Kyondo,25
29,10,2019,North Kivu,Kyondo,25
30,10,2019,North Kivu,Kyondo,25
31,10,2019,North Kivu,Kyondo,25
1,11,2019,North Kivu,Kyondo,25
2,11,2019,North Kivu,Kyondo,25
3,11,2019,North Kivu,Kyondo,25
4,11,2019,North Kivu,Kyondo,25
5,11,2019,North Kivu,Kyondo,25
6,11,2019,North Kivu,Kyondo,25
7,11,2019,North Kivu,Kyondo,25
8,11,2019,North Kivu,Kyondo,25
9,11,2019,North Kivu,Kyondo,25
10,11,2019,North Kivu,Kyondo,25
11,11,2019,North Kivu,Kyondo,25
12,11,2019,North Kivu,Kyondo,25
13,11,2019,North Kivu,Kyondo,25
14,11,2019,North Kivu,Kyondo,25
15,11,2019,North Kivu,Kyondo,25
16,11,2019,North Kivu,Kyondo,25
17,11,2019,North Kivu,Kyondo,25
18,11,2019,North Kivu,Kyondo,25
19,11,2019,North Kivu,Kyondo,25
20,11,2019,North Kivu,Kyondo,25
21,11,2019,North Kivu,Kyondo,25
22,11,2019,North Kivu,Kyondo,25
23,11,2019,North Kivu,Kyondo,25
24,11,2019,North Kivu,Kyondo,25
25,11,2019,North Kivu,Kyondo,25
26,11,2019,North Kivu,Kyondo,25
27,11,2019,North Kivu,Kyondo,25
28,11,2019,North Kivu,Kyondo,25
29,11,2019,North Kivu,Kyondo,25
30,11,2019,North Kivu,Kyondo,25
1,12,2019,North Kivu,Kyondo,25
2,12,2019,North Kivu,Kyondo,25
3,12,2019,North Kivu,Kyondo,25
4,12,2019,North Kivu,Kyondo,25
5,12,2019,North Kivu,Kyondo,25
6,12,2019,North Kivu,Kyondo,25
7,12,2019,North Kivu,Kyondo,25
8,12,2019,North Kivu,Kyondo,25
9,12,2019,North Kivu,Kyondo,25
10,12,2019,North Kivu,Kyondo,25
11,12,2019,North Kivu,Kyondo,25
12,12,2019,North Kivu,Kyondo,25
13,12,2019,North Kivu,Kyondo,25
14,12,2019,North Kivu,Kyondo,25
15,12,2019,North Kivu,Kyondo,25
16,12,2019,North Kivu,Kyondo,25
17,12,2019,North Kivu,Kyondo,25
18,12,2019,North Kivu,Kyondo,25
19,12,2019,North Kivu,Kyondo,25
20,12,2019,North Kivu,Kyondo,25
21,12,2019,North Kivu,Kyondo,25
22,12,2019,North Kivu,Kyondo,25
23,12,2019,North Kivu,Kyondo,25
24,12,2019,North Kivu,Kyondo,25
25,12,2019,North Kivu,Kyondo,25
26,12,2019,North Kivu,Kyondo,25
27,12,2019,North Kivu,Kyondo,25
28,12,2019,North Kivu,Kyondo,25
29,12,2019,North Kivu,Kyondo,25
30,12,2019,North Kivu,Kyondo,25
31,12,2019,North Kivu,Kyondo,25
1,1,2019,North Kivu,Vuhovi,8
2,1,2019,North Kivu,Vuhovi,8
3,1,2019,North Kivu,Vuhovi,8
4,1,2019,North Kivu,Vuhovi,8
5,1,2019,North Kivu,Vuhovi,8
6,1,2019,North Kivu,Vuhovi,8
7,1,2019,North Kivu,Vuhovi,8
8,1,2019,North Kivu,Vuhovi,8
9,1,2019,North Kivu,Vuhovi,8
10,1,2019,North Kivu,Vuhovi,9
11,1,2019,North Kivu,Vuhovi,9
12,1,2019,North Kivu,Vuhovi,9
13,1,2019,North Kivu,Vuhovi,9
14,1,2019,North Kivu,Vuhovi,9
15,1,2019,North Kivu,Vuhovi,9
16,1,2019,North Kivu,Vuhovi,9
17,1,2019,North Kivu,Vuhovi,9
18,1,2019,North Kivu,Vuhovi,9
19,1,2019,North Kivu,Vuhovi,9
20,1,2019,North Kivu,Vuhovi,9
21,1,2019,North Kivu,Vuhovi,11
22,1,2019,North Kivu,Vuhovi,11
23,1,2019,North Kivu,Vuhovi,11
24,1,2019,North Kivu,Vuhovi,9
25,1,2019,North Kivu,Vuhovi,9
26,1,2019,North Kivu,Vuhovi,9
27,1,2019,North Kivu,Vuhovi,9
28,1,2019,North Kivu,Vuhovi,9
29,1,2019,North Kivu,Vuhovi,9
30,1,2019,North Kivu,Vuhovi,9
31,1,2019,North Kivu,Vuhovi,9
1,2,2019,North Kivu,Vuhovi,9
2,2,2019,North Kivu,Vuhovi,9
3,2,2019,North Kivu,Vuhovi,10
4,2,2019,North Kivu,Vuhovi,10
5,2,2019,North Kivu,Vuhovi,10
6,2,2019,North Kivu,Vuhovi,10
7,2,2019,North Kivu,Vuhovi,10
8,2,2019,North Kivu,Vuhovi,10
9,2,2019,North Kivu,Vuhovi,11
10,2,2019,North Kivu,Vuhovi,11
11,2,2019,North Kivu,Vuhovi,12
12,2,2019,North Kivu,Vuhovi,12
13,2,2019,North Kivu,Vuhovi,12
14,2,2019,North Kivu,Vuhovi,12
15,2,2019,North Kivu,Vuhovi,13
16,2,2019,North Kivu,Vuhovi,13
17,2,2019,North Kivu,Vuhovi,13
18,2,2019,North Kivu,Vuhovi,13
19,2,2019,North Kivu,Vuhovi,13
20,2,2019,North Kivu,Vuhovi,13
21,2,2019,North Kivu,Vuhovi,13
22,2,2019,North Kivu,Vuhovi,13
23,2,2019,North Kivu,Vuhovi,13
24,2,2019,North Kivu,Vuhovi,13
25,2,2019,North Kivu,Vuhovi,14
26,2,2019,North Kivu,Vuhovi,14
27,2,2019,North Kivu,Vuhovi,14
28,2,2019,North Kivu,Vuhovi,14
1,3,2019,North Kivu,Vuhovi,14
2,3,2019,North Kivu,Vuhovi,14
3,3,2019,North Kivu,Vuhovi,13
4,3,2019,North Kivu,Vuhovi,13
5,3,2019,North Kivu,Vuhovi,13
6,3,2019,North Kivu,Vuhovi,13
7,3,2019,North Kivu,Vuhovi,13
8,3,2019,North Kivu,Vuhovi,13
9,3,2019,North Kivu,Vuhovi,13
10,3,2019,North Kivu,Vuhovi,13
11,3,2019,North Kivu,Vuhovi,13
12,3,2019,North Kivu,Vuhovi,13
13,3,2019,North Kivu,Vuhovi,13
14,3,2019,North Kivu,Vuhovi,13
15,3,2019,North Kivu,Vuhovi,14
16,3,2019,North Kivu,Vuhovi,17
17,3,2019,North Kivu,Vuhovi,19
18,3,2019,North Kivu,Vuhovi,19
19,3,2019,North Kivu,Vuhovi,19
20,3,2019,North Kivu,Vuhovi,22
21,3,2019,North Kivu,Vuhovi,22
22,3,2019,North Kivu,Vuhovi,23
23,3,2019,North Kivu,Vuhovi,27
24,3,2019,North Kivu,Vuhovi,27
25,3,2019,North Kivu,Vuhovi,30
26,3,2019,North Kivu,Vuhovi,30
27,3,2019,North Kivu,Vuhovi,34
28,3,2019,North Kivu,Vuhovi,39
29,3,2019,North Kivu,Vuhovi,42
30,3,2019,North Kivu,Vuhovi,45
31,3,2019,North Kivu,Vuhovi,47
1,4,2019,North Kivu,Vuhovi,47
2,4,2019,North Kivu,Vuhovi,47
3,4,2019,North Kivu,Vuhovi,48
4,4,2019,North Kivu,Vuhovi,49
5,4,2019,North Kivu,Vuhovi,50
6,4,2019,North Kivu,Vuhovi,53
7,4,2019,North Kivu,Vuhovi,54
8,4,2019,North Kivu,Vuhovi,57
9,4,2019,North Kivu,Vuhovi,60
10,4,2019,North Kivu,Vuhovi,67
11,4,2019,North Kivu,Vuhovi,68
12,4,2019,North Kivu,Vuhovi,69
13,4,2019,North Kivu,Vuhovi,70
14,4,2019,North Kivu,Vuhovi,70
15,4,2019,North Kivu,Vuhovi,70
16,4,2019,North Kivu,Vuhovi,70
17,4,2019,North Kivu,Vuhovi,72
18,4,2019,North Kivu,Vuhovi,72
19,4,2019,North Kivu,Vuhovi,73
20,4,2019,North Kivu,Vuhovi,74
21,4,2019,North Kivu,Vuhovi,74
22,4,2019,North Kivu,Vuhovi,77
23,4,2019,North Kivu,Vuhovi,77
24,4,2019,North Kivu,Vuhovi,77
25,4,2019,North Kivu,Vuhovi,78
26,4,2019,North Kivu,Vuhovi,78
27,4,2019,North Kivu,Vuhovi,78
28,4,2019,North Kivu,Vuhovi,78
29,4,2019,North Kivu,Vuhovi,78
30,4,2019,North Kivu,Vuhovi,78
1,5,2019,North Kivu,Vuhovi,78
2,5,2019,North Kivu,Vuhovi,78
3,5,2019,North Kivu,Vuhovi,79
4,5,2019,North Kivu,Vuhovi,79
5,5,2019,North Kivu,Vuhovi,79
6,5,2019,North Kivu,Vuhovi,79
7,5,2019,North Kivu,Vuhovi,79
8,5,2019,North Kivu,Vuhovi,79
9,5,2019,North Kivu,Vuhovi,79
10,5,2019,North Kivu,Vuhovi,79
11,5,2019,North Kivu,Vuhovi,79
12,5,2019,North Kivu,Vuhovi,79
13,5,2019,North Kivu,Vuhovi,79
14,5,2019,North Kivu,Vuhovi,79
15,5,2019,North Kivu,Vuhovi,80
16,5,2019,North Kivu,Vuhovi,81
17,5,2019,North Kivu,Vuhovi,81
18,5,2019,North Kivu,Vuhovi,81
19,5,2019,North Kivu,Vuhovi,81
20,5,2019,North Kivu,Vuhovi,81
21,5,2019,North Kivu,Vuhovi,81
22,5,2019,North Kivu,Vuhovi,81
23,5,2019,North Kivu,Vuhovi,81
24,5,2019,North Kivu,Vuhovi,82
25,5,2019,North Kivu,Vuhovi,82
26,5,2019,North Kivu,Vuhovi,83
27,5,2019,North Kivu,Vuhovi,83
28,5,2019,North Kivu,Vuhovi,84
29,5,2019,North Kivu,Vuhovi,85
30,5,2019,North Kivu,Vuhovi,85
31,5,2019,North Kivu,Vuhovi,85
1,6,2019,North Kivu,Vuhovi,85
2,6,2019,North Kivu,Vuhovi,85
3,6,2019,North Kivu,Vuhovi,85
4,6,2019,North Kivu,Vuhovi,85
5,6,2019,North Kivu,Vuhovi,85
6,6,2019,North Kivu,Vuhovi,85
7,6,2019,North Kivu,Vuhovi,85
8,6,2019,North Kivu,Vuhovi,85
9,6,2019,North Kivu,Vuhovi,85
10,6,2019,North Kivu,Vuhovi,85
11,6,2019,North Kivu,Vuhovi,85
12,6,2019,North Kivu,Vuhovi,85
13,6,2019,North Kivu,Vuhovi,85
14,6,2019,North Kivu,Vuhovi,85
15,6,2019,North Kivu,Vuhovi,85
16,6,2019,North Kivu,Vuhovi,85
17,6,2019,North Kivu,Vuhovi,85
18,6,2019,North Kivu,Vuhovi,85
19,6,2019,North Kivu,Vuhovi,85
20,6,2019,North Kivu,Vuhovi,85
21,6,2019,North Kivu,Vuhovi,85
22,6,2019,North Kivu,Vuhovi,85
23,6,2019,North Kivu,Vuhovi,85
24,6,2019,North Kivu,Vuhovi,86
25,6,2019,North Kivu,Vuhovi,86
26,6,2019,North Kivu,Vuhovi,86
27,6,2019,North Kivu,Vuhovi,86
28,6,2019,North Kivu,Vuhovi,86
29,6,2019,North Kivu,Vuhovi,86
30,6,2019,North Kivu,Vuhovi,87
1,7,2019,North Kivu,Vuhovi,88
2,7,2019,North Kivu,Vuhovi,88
3,7,2019,North Kivu,Vuhovi,88
4,7,2019,North Kivu,Vuhovi,88
5,7,2019,North Kivu,Vuhovi,89
6,7,2019,North Kivu,Vuhovi,89
7,7,2019,North Kivu,Vuhovi,89
8,7,2019,North Kivu,Vuhovi,90
9,7,2019,North Kivu,Vuhovi,90
10,7,2019,North Kivu,Vuhovi,90
11,7,2019,North Kivu,Vuhovi,90
12,7,2019,North Kivu,Vuhovi,90
13,7,2019,North Kivu,Vuhovi,90
14,7,2019,North Kivu,Vuhovi,90
15,7,2019,North Kivu,Vuhovi,91
16,7,2019,North Kivu,Vuhovi,91
17,7,2019,North Kivu,Vuhovi,92
18,7,2019,North Kivu,Vuhovi,92
19,7,2019,North Kivu,Vuhovi,93
20,7,2019,North Kivu,Vuhovi,93
21,7,2019,North Kivu,Vuhovi,93
30,7,2019,North Kivu,Vuhovi,98
31,7,2019,North Kivu,Vuhovi,98
1,8,2019,North Kivu,Vuhovi,99
2,8,2019,North Kivu,Vuhovi,101
3,8,2019,North Kivu,Vuhovi,101
4,8,2019,North Kivu,Vuhovi,101
6,8,2019,North Kivu,Vuhovi,101
7,8,2019,North Kivu,Vuhovi,101
8,8,2019,North Kivu,Vuhovi,101
9,8,2019,North Kivu,Vuhovi,102
10,8,2019,North Kivu,Vuhovi,103
11,8,2019,North Kivu,Vuhovi,103
12,8,2019,North Kivu,Vuhovi,103
13,8,2019,North Kivu,Vuhovi,103
14,8,2019,North Kivu,Vuhovi,103
15,8,2019,North Kivu,Vuhovi,103
16,8,2019,North Kivu,Vuhovi,103
17,8,2019,North Kivu,Vuhovi,103
18,8,2019,North Kivu,Vuhovi,103
19,8,2019,North Kivu,Vuhovi,103
20,8,2019,North Kivu,Vuhovi,103
21,8,2019,North Kivu,Vuhovi,103
22,8,2019,North Kivu,Vuhovi,103
23,8,2019,North Kivu,Vuhovi,103
24,8,2019,North Kivu,Vuhovi,103
25,8,2019,North Kivu,Vuhovi,103
26,8,2019,North Kivu,Vuhovi,103
27,8,2019,North Kivu,Vuhovi,103
28,8,2019,North Kivu,Vuhovi,103
29,8,2019,North Kivu,Vuhovi,103
30,8,2019,North Kivu,Vuhovi,103
31,8,2019,North Kivu,Vuhovi,103
1,9,2019,North Kivu,Vuhovi,103
2,9,2019,North Kivu,Vuhovi,103
3,9,2019,North Kivu,Vuhovi,103
4,9,2019,North Kivu,Vuhovi,103
5,9,2019,North Kivu,Vuhovi,103
6,9,2019,North Kivu,Vuhovi,103
7,9,2019,North Kivu,Vuhovi,103
8,9,2019,North Kivu,Vuhovi,103
9,9,2019,North Kivu,Vuhovi,103
10,9,2019,North Kivu,Vuhovi,103
11,9,2019,North Kivu,Vuhovi,103
12,9,2019,North Kivu,Vuhovi,103
13,9,2019,North Kivu,Vuhovi,103
14,9,2019,North Kivu,Vuhovi,103
15,9,2019,North Kivu,Vuhovi,103
16,9,2019,North Kivu,Vuhovi,103
17,9,2019,North Kivu,Vuhovi,103
18,9,2019,North Kivu,Vuhovi,103
19,9,2019,North Kivu,Vuhovi,103
20,9,2019,North Kivu,Vuhovi,103
21,9,2019,North Kivu,Vuhovi,103
22,9,2019,North Kivu,Vuhovi,103
23,9,2019,North Kivu,Vuhovi,103
24,9,2019,North Kivu,Vuhovi,103
25,9,2019,North Kivu,Vuhovi,103
26,9,2019,North Kivu,Vuhovi,103
27,9,2019,North Kivu,Vuhovi,103
28,9,2019,North Kivu,Vuhovi,103
29,9,2019,North Kivu,Vuhovi,103
30,9,2019,North Kivu,Vuhovi,103
1,10,2019,North Kivu,Vuhovi,103
2,10,2019,North Kivu,Vuhovi,103
3,10,2019,North Kivu,Vuhovi,103
4,10,2019,North Kivu,Vuhovi,103
5,10,2019,North Kivu,Vuhovi,103
6,10,2019,North Kivu,Vuhovi,103
7,10,2019,North Kivu,Vuhovi,103
8,10,2019,North Kivu,Vuhovi,103
9,10,2019,North Kivu,Vuhovi,103
10,10,2019,North Kivu,Vuhovi,103
11,10,2019,North Kivu,Vuhovi,103
12,10,2019,North Kivu,Vuhovi,103
13,10,2019,North Kivu,Vuhovi,103
14,10,2019,North Kivu,Vuhovi,103
15,10,2019,North Kivu,Vuhovi,103
16,10,2019,North Kivu,Vuhovi,103
17,10,2019,North Kivu,Vuhovi,103
18,10,2019,North Kivu,Vuhovi,103
19,10,2019,North Kivu,Vuhovi,103
20,10,2019,North Kivu,Vuhovi,103
21,10,2019,North Kivu,Vuhovi,103
22,10,2019,North Kivu,Vuhovi,103
23,10,2019,North Kivu,Vuhovi,103
24,10,2019,North Kivu,Vuhovi,103
25,10,2019,North Kivu,Vuhovi,103
26,10,2019,North Kivu,Vuhovi,103
27,10,2019,North Kivu,Vuhovi,103
28,10,2019,North Kivu,Vuhovi,103
29,10,2019,North Kivu,Vuhovi,103
30,10,2019,North Kivu,Vuhovi,103
31,10,2019,North Kivu,Vuhovi,103
1,11,2019,North Kivu,Vuhovi,103
2,11,2019,North Kivu,Vuhovi,103
3,11,2019,North Kivu,Vuhovi,103
4,11,2019,North Kivu,Vuhovi,103
5,11,2019,North Kivu,Vuhovi,103
6,11,2019,North Kivu,Vuhovi,103
7,11,2019,North Kivu,Vuhovi,103
8,11,2019,North Kivu,Vuhovi,103
9,11,2019,North Kivu,Vuhovi,103
10,11,2019,North Kivu,Vuhovi,103
11,11,2019,North Kivu,Vuhovi,103
12,11,2019,North Kivu,Vuhovi,103
13,11,2019,North Kivu,Vuhovi,103
14,11,2019,North Kivu,Vuhovi,103
15,11,2019,North Kivu,Vuhovi,103
16,11,2019,North Kivu,Vuhovi,103
17,11,2019,North Kivu,Vuhovi,103
18,11,2019,North Kivu,Vuhovi,103
19,11,2019,North Kivu,Vuhovi,103
20,11,2019,North Kivu,Vuhovi,103
21,11,2019,North Kivu,Vuhovi,103
22,11,2019,North Kivu,Vuhovi,103
23,11,2019,North Kivu,Vuhovi,103
24,11,2019,North Kivu,Vuhovi,103
25,11,2019,North Kivu,Vuhovi,103
26,11,2019,North Kivu,Vuhovi,103
27,11,2019,North Kivu,Vuhovi,103
28,11,2019,North Kivu,Vuhovi,103
29,11,2019,North Kivu,Vuhovi,103
30,11,2019,North Kivu,Vuhovi,103
1,12,2019,North Kivu,Vuhovi,103
2,12,2019,North Kivu,Vuhovi,103
3,12,2019,North Kivu,Vuhovi,103
4,12,2019,North Kivu,Vuhovi,103
5,12,2019,North Kivu,Vuhovi,103
6,12,2019,North Kivu,Vuhovi,103
7,12,2019,North Kivu,Vuhovi,103
8,12,2019,North Kivu,Vuhovi,103
9,12,2019,North Kivu,Vuhovi,103
10,12,2019,North Kivu,Vuhovi,103
11,12,2019,North Kivu,Vuhovi,103
12,12,2019,North Kivu,Vuhovi,103
13,12,2019,North Kivu,Vuhovi,103
14,12,2019,North Kivu,Vuhovi,103
15,12,2019,North Kivu,Vuhovi,103
16,12,2019,North Kivu,Vuhovi,103
17,12,2019,North Kivu,Vuhovi,103
18,12,2019,North Kivu,Vuhovi,103
19,12,2019,North Kivu,Vuhovi,103
20,12,2019,North Kivu,Vuhovi,103
21,12,2019,North Kivu,Vuhovi,103
22,12,2019,North Kivu,Vuhovi,103
23,12,2019,North Kivu,Vuhovi,103
24,12,2019,North Kivu,Vuhovi,103
25,12,2019,North Kivu,Vuhovi,103
26,12,2019,North Kivu,Vuhovi,103
27,12,2019,North Kivu,Vuhovi,103
28,12,2019,North Kivu,Vuhovi,103
29,12,2019,North Kivu,Vuhovi,103
30,12,2019,North Kivu,Vuhovi,103
31,12,2019,North Kivu,Vuhovi,103
1,1,2019,North Kivu,Mabalako,86
2,1,2019,North Kivu,Mabalako,86
3,1,2019,North Kivu,Mabalako,86
4,1,2019,North Kivu,Mabalako,88
5,1,2019,North Kivu,Mabalako,88
6,1,2019,North Kivu,Mabalako,89
7,1,2019,North Kivu,Mabalako,89
8,1,2019,North Kivu,Mabalako,89
9,1,2019,North Kivu,Mabalako,89
10,1,2019,North Kivu,Mabalako,89
11,1,2019,North Kivu,Mabalako,89
12,1,2019,North Kivu,Mabalako,89
13,1,2019,North Kivu,Mabalako,89
14,1,2019,North Kivu,Mabalako,89
15,1,2019,North Kivu,Mabalako,89
16,1,2019,North Kivu,Mabalako,89
17,1,2019,North Kivu,Mabalako,89
18,1,2019,North Kivu,Mabalako,89
19,1,2019,North Kivu,Mabalako,89
20,1,2019,North Kivu,Mabalako,90
21,1,2019,North Kivu,Mabalako,90
22,1,2019,North Kivu,Mabalako,90
23,1,2019,North Kivu,Mabalako,89
24,1,2019,North Kivu,Mabalako,88
25,1,2019,North Kivu,Mabalako,88
26,1,2019,North Kivu,Mabalako,88
27,1,2019,North Kivu,Mabalako,88
28,1,2019,North Kivu,Mabalako,88
29,1,2019,North Kivu,Mabalako,88
30,1,2019,North Kivu,Mabalako,88
31,1,2019,North Kivu,Mabalako,88
1,2,2019,North Kivu,Mabalako,88
2,2,2019,North Kivu,Mabalako,89
3,2,2019,North Kivu,Mabalako,89
4,2,2019,North Kivu,Mabalako,89
5,2,2019,North Kivu,Mabalako,89
6,2,2019,North Kivu,Mabalako,89
7,2,2019,North Kivu,Mabalako,89
8,2,2019,North Kivu,Mabalako,89
9,2,2019,North Kivu,Mabalako,89
